U 2.5199999809265137 --
B 2.799999952316284 --
V 2.890000104904175 --
R 2.9000000953674316 --
I 2.9600000381469727 --
J 3.0199999809265137 --
H 3.069999933242798 --
K 3.0299999713897705 --
