12 4.07000 0.16280 flags: q:333_snr:00502_00192_00067_cc:A_A_B_ses1:0_0_0_ses2:0_0_0_conf:0_hsd:0
25 1.87000 0.14960 flags: q:333_snr:00502_00192_00067_cc:A_A_B_ses1:0_0_0_ses2:0_0_0_conf:0_hsd:0
60 0.69600 0.05568 flags: q:333_snr:00502_00192_00067_cc:A_A_B_ses1:0_0_0_ses2:0_0_0_conf:0_hsd:0
