1.26 25.88 2.59 dougherty+1991
1.6 18.68 1.87 dougherty+1991
2.22 13.19 1.32 dougherty+1991
3.54 9.19 0.92 dougherty+1991
4.8 6.17 0.62 dougherty+1991
