12 1.21000 0.30250 flags: q:331_snr:00123_00078_00000_cc:A_B_X_ses1:1_3_2_ses2:0_1_0_conf:0_hsd:8
25 0.57900 0.06948 flags: q:331_snr:00123_00078_00000_cc:A_B_X_ses1:1_3_2_ses2:0_1_0_conf:0_hsd:8
60 0.41800 0.00000 flags: q:331_snr:00123_00078_00000_cc:A_B_X_ses1:1_3_2_ses2:0_1_0_conf:0_hsd:8
