U 3.7300000190734863 --
B 4.480000019073486 --
V 4.590000152587891 --
R 4.570000171661377 --
I 4.670000076293945 --
J 5.01200008392334 0.288
H 4.923999786376953 0.024
K 4.804999828338623 0.018
